Accession	Source Database	Name	Tax ID	Tax Name	Length
A0A942ZYB7	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898207	Clostridiales bacterium	574
A0A943BNF2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1879010	Bacillota bacterium	570
A0A943C7N0	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898203	Lachnospiraceae bacterium	585
A0A943ED55	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898207	Clostridiales bacterium	554
A0A943GCU7	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898207	Clostridiales bacterium	588
A0A943GRX7	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1872531	Anaerotruncus sp.	571
A0A943HIE2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	214851	Subdoligranulum variabile	571
A0A943J076	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898207	Clostridiales bacterium	588
A0A943NYK0	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898207	Clostridiales bacterium	576
A0A943QFJ1	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1506	Clostridium sp.	581
A0A943RHW1	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1945593	Oscillibacter sp.	574
A0A943SBH9	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1506	Clostridium sp.	585
A0A943SBR8	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1506	Clostridium sp.	570
A0A943TBR5	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2049040	Roseburia sp.	582
A0A943WTH4	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898207	Clostridiales bacterium	572
A0A943WXB1	unreviewed	Ammonium transporter AmtB-like domain-containing protein	142586	Eubacterium sp.	579
A0A944A298	unreviewed	Ammonium transporter AmtB-like domain-containing protein	166	Treponema sp.	577
A0A944FZF3	unreviewed	Ammonium transporter AmtB-like domain-containing protein	166	Treponema sp.	574
A0A944GNI5	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2053608	Ruminiclostridium sp.	434
A0A945Z3Y5	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2268189	Candidatus Scalindua sp.	243
A0A965WS94	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2044939	Clostridia bacterium	412
A0A965XL35	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2044939	Clostridia bacterium	581
A0A965Y123	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2044939	Clostridia bacterium	563
A0A966DAA4	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2053615	Spirochaetia bacterium	563
A0A970C9J4	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898207	Clostridiales bacterium	569
A0A970EGU6	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898204	Clostridiaceae bacterium	588
A0A970EUV8	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898207	Clostridiales bacterium	584
A0A970FKS3	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898204	Clostridiaceae bacterium	583
A0A970GXT2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898204	Clostridiaceae bacterium	276
A0A970MCH7	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898204	Clostridiaceae bacterium	561
A0A970N9Z6	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898207	Clostridiales bacterium	216
A0A970QFG0	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898204	Clostridiaceae bacterium	575
A0A970R0N6	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898207	Clostridiales bacterium	580
A0A970UKX5	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898204	Clostridiaceae bacterium	373
A0A970WAS2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2485925	Oscillospiraceae bacterium	590
A0A970XEB3	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898207	Clostridiales bacterium	578
A0A970YC48	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898207	Clostridiales bacterium	586
A0A970ZDE8	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898207	Clostridiales bacterium	585
A0A971AMS4	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898207	Clostridiales bacterium	573
A0A971EW76	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898204	Clostridiaceae bacterium	571
A0A971G133	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898207	Clostridiales bacterium	578
A0A971NXA9	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898207	Clostridiales bacterium	575
A0A971PA06	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898204	Clostridiaceae bacterium	578
A0A971UX20	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898204	Clostridiaceae bacterium	586
A0A971V5Y6	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898204	Clostridiaceae bacterium	492
A0A971YEX5	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898204	Clostridiaceae bacterium	586
A0A975CXD7	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898207	Clostridiales bacterium	572
A0A9C7QEY2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2485925	Oscillospiraceae bacterium	328
A0A9C8KA51	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2268138	Pricia sp.	420
A0A9D0XUZ3	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898204	Clostridiaceae bacterium	586
A0A9D0Z6J7	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2840708	Candidatus Avoscillospira stercorigallinarum	567
A0A9D1AF25	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2840751	Candidatus Coproplasma stercoripullorum	593
A0A9D1AN72	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2840721	Candidatus Caccousia avicola	575
A0A9D1DY38	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2840803	Candidatus Faecivivens stercoravium	577
A0A9D1E5J4	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2840744	Candidatus Coproplasma avicola	595
A0A9D1EJI6	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2840777	Candidatus Egerieimonas intestinavium	584
A0A9D1EP53	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2840799	Candidatus Faeciplasma gallinarum	585
A0A9D1FSP6	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2840723	Candidatus Caccousia stercoris	577
A0A9D1GTR9	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2840800	Candidatus Faeciplasma pullistercoris	585
A0A9D1H983	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2840805	Candidatus Faecivivens stercoripullorum	573
A0A9D1HIU9	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2840694	Candidatus Avidehalobacter gallistercoris	568
A0A9D1IAD9	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2840963	Candidatus Egerieisoma faecipullorum	510
A0A9D1IAR5	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2840907	Candidatus Pullichristensenella excrementigallinarum	567
A0A9D1IFL3	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2840816	Candidatus Fimenecus excrementigallinarum	579
A0A9D1K626	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2840668	Candidatus Alectryocaccomicrobium excrementavium	569
A0A9D1LT03	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2840814	Candidatus Fimadaptatus faecigallinarum	554
A0A9D1MK71	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2840747	Candidatus Coproplasma excrementigallinarum	594
A0A9D1NRD6	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2840798	Candidatus Faeciplasma avium	578
A0A9D1NUM8	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2840913	Candidatus Pullilachnospira stercoravium	576
A0A9D1P0E7	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2840864	Candidatus Merdiplasma excrementigallinarum	598
A0A9D1PAS3	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2840890	Candidatus Ornithocaccomicrobium faecavium	567
A0A9D1PI59	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2838518	Candidatus Butyricicoccus avistercoris	572
A0A9D1Q0C9	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2838741	Candidatus Protoclostridium stercorigallinarum	573
A0A9D1QM78	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1879010	Bacillota bacterium	580
A0A9D1R782	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2838414	Candidatus Acetatifactor stercoripullorum	587
A0A9D1RDL4	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2838571	Candidatus Eubacterium faecipullorum	578
A0A9D1RTV9	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2838590	Candidatus Flavonifractor merdipullorum	566
A0A9D1TW90	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2838581	Candidatus Faecalibacterium intestinigallinarum	576
A0A9D1U734	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1879010	Bacillota bacterium	572
A0A9D1V8E3	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2838510	Candidatus Borkfalkia faecipullorum	577
A0A9D1VYY3	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2838661	Candidatus Mediterraneibacter caccavium	577
A0A9D1WJ49	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2838490	Candidatus Blautia gallistercoris	586
A0A9D1XX72	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1879010	Bacillota bacterium	570
A0A9D1XZ54	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2838610	Candidatus Gemmiger excrementipullorum	576
A0A9D1Y891	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2838589	Candidatus Flavonifractor merdigallinarum	579
A0A9D1YLV6	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2838555	Candidatus Eisenbergiella pullistercoris	588
A0A9D1Z3V4	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2838622	Candidatus Intestinimonas merdavium	566
A0A9D1Z6E6	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2838505	Candidatus Borkfalkia excrementavium	589
A0A9D1ZTG1	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2838506	Candidatus Borkfalkia excrementigallinarum	587
A0A9D2A8K9	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2838504	Candidatus Borkfalkia avistercoris	581
A0A9D2AJ74	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1879010	Bacillota bacterium	561
A0A9D2B956	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2838463	Candidatus Anaerostipes excrementavium	580
A0A9D2C039	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2838418	Candidatus Acutalibacter pullistercoris	573
A0A9D2D658	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2838503	Candidatus Borkfalkia avicola	165
A0A9D2DQS4	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2838488	Candidatus Blautia faecigallinarum	580
A0A9D2ET86	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2838609	Candidatus Gemmiger excrementigallinarum	571
A0A9D2FHB1	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2838579	Candidatus Faecalibacterium gallistercoris	573
A0A9D2FRZ0	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2838498	Candidatus Blautia pullicola	561
A0A9D2I7W5	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2838553	Candidatus Eisenbergiella merdipullorum	584
A0A9D2IQW6	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1879010	Bacillota bacterium	540
A0A9D2ISQ7	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1879010	Bacillota bacterium	578
A0A9D2L3A6	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1879010	Bacillota bacterium	591
A0A9D2LXL7	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2838416	Candidatus Acutalibacter ornithocaccae	573
A0A9D2MKL6	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2838586	Candidatus Flavonifractor intestinigallinarum	569
A0A9D2MY18	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2838417	Candidatus Acutalibacter pullicola	573
A0A9D2MZN5	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2838559	Candidatus Enterocloster excrementipullorum	580
A0A9D2NFE9	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2838551	Candidatus Eisenbergiella merdavium	576
A0A9D2PL68	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2838494	Candidatus Blautia merdavium	573
A0A9D2QIP9	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2838549	Candidatus Eisenbergiella intestinigallinarum	585
A0A9D2RCJ7	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2838502	Candidatus Blautia stercoripullorum	258
A0A9D2S172	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2838751	Candidatus Ruthenibacterium avium	563
A0A9D2SC64	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2838552	Candidatus Eisenbergiella merdigallinarum	576
A0A9D2TL68	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2838752	Candidatus Ruthenibacterium merdavium	563
A0A9D5LWH3	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2779355	Ructibacterium gallinarum	581
A0A9D5MBH6	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898207	Clostridiales bacterium	574
A0A9D5MJC7	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898207	Clostridiales bacterium	334
A0A9D5RG35	unreviewed	Ammonium transporter AmtB-like domain-containing protein	28121	Butyrivibrio sp.	589
A0A9D8S2E7	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898203	Lachnospiraceae bacterium	571
A0A9D8TW55	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2044939	Clostridia bacterium	560
A0A9D8WSW2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	166	Treponema sp.	564
A0A9D8X2Q0	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898203	Lachnospiraceae bacterium	598
A0A9D9DY70	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2840899	Candidatus Ornithospirochaeta stercoripullorum	558
A0A9D9EKF2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2840705	Candidatus Avitreponema avistercoris	579
A0A9D9HPQ6	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2840840	Candidatus Gallitreponema excrementavium	566
A0A9D9LYX6	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898206	Spirochaetaceae bacterium	565
A0A9D9PVL6	unreviewed	Ammonium transporter AmtB-like domain-containing protein	41978	Ruminococcus sp.	592
A0A9E0BIP8	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2049031	Lachnospira sp.	585
A0A9E0CWJ9	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1872530	Anaerostipes sp.	581
A0A9E0E141	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2316022	Mediterraneibacter sp.	570
A0A9E0ZT81	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898207	Clostridiales bacterium	584
A0A9E1AU37	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898207	Clostridiales bacterium	574
A0A9E1B092	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1971605	Faecalibacterium sp.	581
A0A9E1BBE4	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898207	Clostridiales bacterium	583
A0A9E1GPE1	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898203	Lachnospiraceae bacterium	577
A0A9E1HWM8	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898204	Clostridiaceae bacterium	573
A0A9E1LZN9	unreviewed	Ammonium transporter AmtB-like domain-containing protein	853	Faecalibacterium prausnitzii	580
A0A9E1M5L6	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2049040	Roseburia sp.	591
A0A9E2KLD9	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2838580	Candidatus Faecalibacterium intestinavium	580
A0A9E5G1P0	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2044939	Clostridia bacterium	670
A0A9E5G8Q6	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2044939	Clostridia bacterium	590
A0A9E5SGS8	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898204	Clostridiaceae bacterium	571
A0A9E5SQC1	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2054177	Christensenellaceae bacterium	291
A0A9E5SYZ5	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898207	Clostridiales bacterium	582
A0A9E6F5C5	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2049044	Erysipelotrichaceae bacterium	669
A0A9E7NER7	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2953753	Natronosalvus rutilus	550
A0A9N6YWI2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2527867	Halorubrum sp. DM2	562
A0A9P1BFQ1	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2562237	Cladocopium goreaui	566
A0A9Q4L4W6	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2950540	Natrinema salsiterrestre	554
A0A9R1CQJ0	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2841590	Natronomonas aquatica	567
A0A9X5BDZ9	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2320879	Parablautia muri	581
A0A9X5CBN7	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2044587	Schaedlerella arabinosiphila	583
A0A9X8CWY5	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2293190	Ruminococcus sp. AM26-12LB	574
A0A9Y2E7Z6	unreviewed	Ammonium transporter AmtB-like domain-containing protein	3053904	Natrialbaceae archaeon AArc-T1-2	580
A0AA35G8C0	unreviewed	Ammonium transporter AmtB-like domain-containing protein	671077	Caldinitratiruptor microaerophilus	657
A0AA37EJA7	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1226322	Oscillibacter sp. KLE 1728	574
A0AA37N4P2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2903556	Faecalibacterium gallinarum	580
A0AA41K7Q2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	358743	Enterocloster citroniae	565
A0AA42DKQ7	unreviewed	Ammonium transporter AmtB-like domain-containing protein	3018743	Holtiella tumoricola	563
A0AA43LQL2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2940521	Breznakia sp. PFB1-11	555
A0AA51DY56	unreviewed	Ammonium transporter AmtB-like domain-containing protein	3070997	Anaerocolumna sp. MB42-C2	559
A0AA96PW81	unreviewed	Ammonium transporter AmtB-like domain-containing protein	3079882	Oscillospiraceae bacterium NTUH-002-81	569
A0AA97D792	unreviewed	Ammonium transporter AmtB-like domain-containing protein	3030016	Caproicibacterium argilliputei	593
A0AA97DUI0	unreviewed	Ammonium transporter AmtB-like domain-containing protein	3079303	Intestinibacillus sp. NTUH-41-i26	579
A0AAE0W0T3	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2493646	Potamilus streckersoni	223
A0AAE3ASD5	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2885361	Brotaphodocola catenula	569
A0AAE3D748	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2981769	Waltera acetigignens	583
A0AAE3D9Q6	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2885352	Hominiventricola filiformis	581
A0AAE3DG60	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2885357	Hominenteromicrobium mulieris	575
A0AAE3DN91	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2981770	Gallintestinimicrobium propionicum	597
A0AAE3E6Z3	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2981768	Anthropogastromicrobium aceti	595
A0AAE3E9V9	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2885348	Hominifimenecus microfluidus	579
A0AAE3FHJ3	unreviewed	Ammonium transporter AmtB-like domain-containing protein	3083063	Candidatus Colimorpha enterica	576
A0AAE3FVH7	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2917812	Natronocalculus amylovorans	578
A0AAE3IFS2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2981726	Hominimerdicola aceti	553
A0AAE3IFX0	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2981726	Hominimerdicola aceti	556
A0AAE3IK34	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2981726	Hominimerdicola aceti	590
A0AAE3J6N2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2881276	Fusicatenibacter faecihominis	575
A0AAE3K2Z4	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2917711	Natranaeroarchaeum aerophilus	596
A0AAE3TNI8	unreviewed	Ammonium transporter AmtB-like domain-containing protein	3037652	Haloarculaceae archaeon H-GB1-1	557
A0AAE5HBT0	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2742718	Haloferacaceae archaeon YAN	578
A0AAF0PE89	unreviewed	Ammonium transporter AmtB-like domain-containing protein	121872	Natrinema thermotolerans	564
A0AAI9K111	unreviewed	Ammonium transporter AmtB-like domain-containing protein	33043	Coprococcus eutactus	564
A0AAJ1D443	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1920505	Pleomorphochaeta sp.	556
A0AAJ2WED0	unreviewed	Ammonium transporter AmtB-like domain-containing protein	3101033	Candidatus Flemingiibacterium sp.	594
A0AAJ4RA85	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2216012	Halosegnis longus	562
A0AAP2ULS0	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1522	Clostridium innocuum	570
A0AAP2ZA37	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2979988	Natronosalvus hydrolyticus	577
A0AAP3E1B7	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2979990	Natronoglomus mannanivorans	593
A0AAP4EYC2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	3044208	Fusibacillus kribbianus	570
A0AAP5KD54	unreviewed	Ammonium transporter AmtB-like domain-containing protein	71452	Enterococcus raffinosus	591
A0AAP9MGG7	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1522	Clostridium innocuum	570
A0AAQ1R4F2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1531	Enterocloster clostridioformis	565
A0AAU8A953	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1805714	Christensenella massiliensis	564
A0AAV3S8B5	unreviewed	Ammonium transporter AmtB-like domain-containing protein	489912	Halarchaeum salinum	606
A0AAV3S8M2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	489912	Halarchaeum salinum	553
A0AAV3SSM3	unreviewed	Ammonium transporter AmtB-like domain-containing protein	425309	Halorubrum ejinorense	572
A0AAV3T0D2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	555573	Salarchaeum japonicum	609
A0AAV3T9N5	unreviewed	Ammonium transporter AmtB-like domain-containing protein	926360	Natronoarchaeum mannanilyticum	573
A0AAV3UFU8	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1008152	Haladaptatus pallidirubidus	570
A0AAW3JSL2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1703332	Butyribacter intestini	596
A0AAW4MRY2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	100886	Catenibacterium mitsuokai	563
A0AAW4VYU4	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2881264	Blautia fusiformis	574
A0AAW4W1P6	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1628085	Agathobaculum butyriciproducens	575
A0AAW5BVA4	unreviewed	Ammonium transporter AmtB-like domain-containing protein	358742	Enterocloster aldenensis	564
A0AAW5CEX0	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1737424	Blautia massiliensis (ex Durand et al. 2017)	574
A0AAW5JS35	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1673721	Intestinimonas massiliensis (ex Afouda et al. 2020)	580
A0AAW5KIA1	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1160721	Ruminococcus bicirculans (ex Wegman et al. 2014)	556
A0AAW5KKH1	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1160721	Ruminococcus bicirculans (ex Wegman et al. 2014)	590
A0AAW6CZW8	unreviewed	Ammonium transporter AmtB-like domain-containing protein	39492	[Eubacterium] siraeum	594
A0AAW6E135	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1160721	Ruminococcus bicirculans (ex Wegman et al. 2014)	556
A0AAW6E1G4	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1160721	Ruminococcus bicirculans (ex Wegman et al. 2014)	553
A0AAW6E1L3	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1160721	Ruminococcus bicirculans (ex Wegman et al. 2014)	590
A0AAW6E6L2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1160721	Ruminococcus bicirculans (ex Wegman et al. 2014)	553
A0AAW6E800	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1160721	Ruminococcus bicirculans (ex Wegman et al. 2014)	556
A0AAW6EBC8	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1160721	Ruminococcus bicirculans (ex Wegman et al. 2014)	590
A0AAW6EF18	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1160721	Ruminococcus bicirculans (ex Wegman et al. 2014)	556
A0AAW6EG62	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1160721	Ruminococcus bicirculans (ex Wegman et al. 2014)	590
A0AAW8SM42	unreviewed	Ammonium transporter AmtB-like domain-containing protein	33945	Enterococcus avium	591
A0AAW8STE1	unreviewed	Ammonium transporter AmtB-like domain-containing protein	71452	Enterococcus raffinosus	591
A0AAW9L200	unreviewed	Ammonium transporter AmtB-like domain-containing protein	3110269	Haloarculaceae archaeon H-GB2-1	557
A0AAW9L5U5	unreviewed	Ammonium transporter AmtB-like domain-containing protein	3110270	Haloarculaceae archaeon H-GB11	557
A0AAX0BFH2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	39491	Agathobacter rectalis	585
A0AAX1QGG3	unreviewed	Ammonium transporter AmtB-like domain-containing protein	853	Faecalibacterium prausnitzii	580
A0AB35Y226	unreviewed	Ammonium transporter	3030638	Faecalibacterium taiwanense	581
A0AB35Y783	unreviewed	Ammonium transporter	2929491	Faecalibacterium wellingii	581
A0AB36TJM7	unreviewed	Nitrogen regulatory protein P-II family /ammonium transporter	1138384	Acetivibrio thermocellus AD2	584
A0AB37KHR9	unreviewed	Ammonium transporter	2291994	Absiella sp. AM09-50	562
A0AB37KPE9	unreviewed	Ammonium transporter	2293001	Clostridium sp. AF17-21AC	593
A0AB37ZZ00	unreviewed	Ammonium transporter	157076	Trichococcus collinsii	597
A0AB38A275	unreviewed	Ammonium transporter	157076	Trichococcus collinsii	588
A0AB38A2S9	unreviewed	Ammonium transporter, Amt family	157076	Trichococcus collinsii	559
A0AB38BEM7	unreviewed	Ammonium transporter	82803	Trichococcus flocculiformis	597
A0AB38BIZ4	unreviewed	Ammonium transporter, Amt family	82803	Trichococcus flocculiformis	559
A3DFJ8	unreviewed	Ammonium transporter AmtB-like domain-containing protein	203119	Acetivibrio thermocellus (strain ATCC 27405 / DSM 1237 / JCM 9322 / NBRC 103400 / NCIMB 10682 / NRRL B-4536 / VPI 7372)	584
A5KIW3	unreviewed	Ammonium transporter AmtB-like domain-containing protein	411460	[Ruminococcus] torques ATCC 27756	570
A5Z8F1	unreviewed	Ammonium transporter AmtB-like domain-containing protein	411463	Eubacterium ventriosum ATCC 27560	586
A5ZXR8	unreviewed	Ammonium transporter AmtB-like domain-containing protein	411459	Blautia obeum ATCC 29174	580
